split_name,ablation_name,model_name,slice_name,slice_value,sample_count,mae,rmse,r2
validation,both,random_forest_regressor,overall,overall,25000,0.04053686359910326,0.07512540862433964,0.8412024155637595
validation,both,random_forest_regressor,family,clean_control,1212,0.03756166399274955,0.0639217845829565,0.8588179617407303
validation,both,random_forest_regressor,family,decoherence_sensitive,2340,0.07936968257930939,0.12800841527730922,0.7573610062338085
validation,both,random_forest_regressor,family,entanglement_heavy,2554,0.038802745548156777,0.04928884316607038,0.9364904134529412
validation,both,random_forest_regressor,family,ghz_cat,2690,0.010325712756182591,0.013605078718330568,0.9730757651957921
validation,both,random_forest_regressor,family,measurement_sensitive,2120,0.050733451346427594,0.0844628954734387,0.8791995862642312
validation,both,random_forest_regressor,family,mirror_circuit,2176,0.012833018665368892,0.020182747000855716,0.8813826335043166
validation,both,random_forest_regressor,family,mixed_random,1568,0.11358474559868147,0.17024670025200314,0.3650241985707452
validation,both,random_forest_regressor,family,qaoa_like,2762,0.044996848297624376,0.05830060031228476,0.922862371967299
validation,both,random_forest_regressor,family,qft_lite,2280,0.03326352178944583,0.07505303212179122,0.8996913124769139
validation,both,random_forest_regressor,family,routing_sensitive,2530,0.016695231222266863,0.02269600920190747,0.9137526346787144
validation,both,random_forest_regressor,family,trotter_ising,2768,0.03589303117751071,0.04696628200364957,0.8736941890126957
validation,both,random_forest_regressor,qubit_count,2,2560,0.015166854482777362,0.02399164126753801,0.6661090044262374
validation,both,random_forest_regressor,qubit_count,3,5436,0.04398835605199591,0.08291812970527894,0.5302747655587253
validation,both,random_forest_regressor,qubit_count,4,6254,0.040839404371010316,0.07736814346320856,0.7106331020364527
validation,both,random_forest_regressor,qubit_count,5,6106,0.0418058473982269,0.075692297521176,0.7914258616075494
validation,both,random_forest_regressor,qubit_count,6,4644,0.04840602925347756,0.08014407461475974,0.8307660697127737
validation,both,random_forest_regressor,compiler_variant,raw,12500,0.028485071133844454,0.041914498607626076,0.9082619045601441
validation,both,random_forest_regressor,compiler_variant,transpiled,12500,0.052588656064362076,0.09762596400763131,0.8030613043586343
validation,both,random_forest_regressor,difficulty_bucket,q1,6982,0.04015105535956531,0.08681931345063783,0.616806881711322
validation,both,random_forest_regressor,difficulty_bucket,q2,5948,0.03665603915635617,0.07256493293149079,0.8618193867242283
validation,both,random_forest_regressor,difficulty_bucket,q3,6368,0.03789873077769394,0.06553537057072219,0.8911937810266194
validation,both,random_forest_regressor,difficulty_bucket,q4,5702,0.04800380269427131,0.07229049528599131,0.8750065083112207
test,both,random_forest_regressor,overall,overall,25000,0.039423957984535,0.07219445784937015,0.8474386391396485
test,both,random_forest_regressor,family,clean_control,1270,0.033832471188784616,0.05698518049666697,0.8752309541476272
test,both,random_forest_regressor,family,decoherence_sensitive,2344,0.07529975187578276,0.11848230466410366,0.7690862705020232
test,both,random_forest_regressor,family,entanglement_heavy,2512,0.038994931842664865,0.04943431323665763,0.9359315669220972
test,both,random_forest_regressor,family,ghz_cat,2714,0.010202947403131477,0.012988766724282015,0.9765361320456931
test,both,random_forest_regressor,family,measurement_sensitive,2140,0.04542471524359221,0.07416036757427358,0.902552621389803
test,both,random_forest_regressor,family,mirror_circuit,2222,0.0136205594355476,0.020922060442178744,0.8781320031556767
test,both,random_forest_regressor,family,mixed_random,1562,0.1125797006399718,0.16954619839739307,0.40858577505438554
test,both,random_forest_regressor,family,qaoa_like,2760,0.044519925028499274,0.057504426034638366,0.916667884533559
test,both,random_forest_regressor,family,qft_lite,2284,0.03124985869212543,0.07184221901095122,0.9100064376815024
test,both,random_forest_regressor,family,routing_sensitive,2436,0.01705688148490029,0.024043351279365188,0.8995242771378673
test,both,random_forest_regressor,family,trotter_ising,2756,0.03677776670918397,0.049337403608638974,0.8654453458358767
test,both,random_forest_regressor,qubit_count,2,2590,0.01690070850958476,0.027533930708718048,0.5952010443403839
test,both,random_forest_regressor,qubit_count,3,5526,0.042316024699601634,0.07844661259370042,0.5558431845949099
test,both,random_forest_regressor,qubit_count,4,6140,0.04027227005172562,0.07517766914257587,0.7174132879588122
test,both,random_forest_regressor,qubit_count,5,6180,0.03982325953278238,0.07196624457534334,0.8044448341039621
test,both,random_forest_regressor,qubit_count,6,4564,0.047021971966117744,0.07779662338924832,0.8344650040904926
test,both,random_forest_regressor,compiler_variant,raw,12500,0.028224220818287613,0.041629922780734935,0.905072657156815
test,both,random_forest_regressor,compiler_variant,transpiled,12500,0.05062369515078239,0.09322568861423879,0.8136483909014838
test,both,random_forest_regressor,difficulty_bucket,q1,7038,0.03840464287371714,0.08369510066244283,0.6421117304403205
test,both,random_forest_regressor,difficulty_bucket,q2,5896,0.03542078664699289,0.06928653788003701,0.8729507830931605
test,both,random_forest_regressor,difficulty_bucket,q3,6510,0.03757198048993068,0.06348238917862105,0.8940786309833709
test,both,random_forest_regressor,difficulty_bucket,q4,5556,0.047133283298782365,0.06901138894857207,0.8776559654773737
